#;EUROPA UNIVERSALIS TEXT STRING DATABASE;;;;;;;;;;1
#;;;;;;;;;;;2
#;;;;;;;;;;;3
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;4
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;5
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;6
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;7
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;8
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;9
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;10
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;11
##### CAREFULLY read the instructions in cells B18 – B36;;;;;;;;;;;12
#;;;;;;;;;;;13
#;;;;;;;;;;;14
#;NOTES TO TRANSLATORS:;;;;;;;;;;15
#;=====================;;;;;;;;;;16
#;;;;;;;;;;;17
#;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;18
#;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values –  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;19
#;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;20
#;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '§' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes – this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;21
#;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;22
#;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;23
#;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;24
#;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;25
#;§W = white text;;;;;;;;;;26
#;§Y = orange text;;;;;;;;;;27
#;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word. ;;;;;;;;;;28
#;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) – however you will notice once the translation is inserted that space IS limited in quite a few areas… so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;29
#;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;30
#;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;31
#;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;32
#;;;;;;;;;;;33
#;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;34
#;;;;;;;;;;;35
#;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;36
#;;;;;;;;;;;37
#;;;;;;;;;;;38
# STRING NAME (do not change!);English;;;;;;;;;;39
# ========================;==========;;;;;;;;;;40
#;;;;;;;;;;;118
# INIT TEXTS;;;;;;;;;;;119
#;;;;;;;;;;;120
INIT_SOUND;Initializing Sound...;;;;;;;;;;121
INIT_INTERFACE;Initializing Interface…;;;;;;;;;;122
INIT_GAMEMAP_SPRITES;Initializing Independent Europe Graphics...;;;;;;;;;;123
INIT_GLOBALS;Initializing Globals...;;;;;;;;;;124
INIT_PROVINCES;Initializing Independent Europe Provinces...;;;;;;;;;;125
INIT_SCENARIO;Reading the Independent Europe Scenario...;;;;;;;;;;126
INIT_SCRIPT;Initializing Independent Europe Scripts...;;;;;;;;;;127
#;;;;;;;;;;;128
# FRONT END BUTTONS & TEXTS;;;;;;;;;;;129
#;;;;;;;;;;;130
FEMAINBTN_TUTORIAL;TUTORIAL;;;;;;;;;;131
FEMAINBTN_SINGLE;SINGLE PLAYER;;;;;;;;;;132
FEMAINBTN_MULTIPLAYER;MULTIPLAYER;;;;;;;;;;133
FEMAINBTN_CREDITS;CREDITS;;;;;;;;;;134
FEMAINBTN_REPLAYINTRO;REPLAY INTRO;;;;;;;;;;135
FEMAINBTN_EXIT;EXIT;;;;;;;;;;136
#;;;;;;;;;;;137
FECONNBTN_IPX;LOCAL AREA;;;;;;;;;;138
FECONNBTN_EURONET;VALKYRIENET;;;;;;;;;;139
FECONNBTN_TCPIP;INTERNET;;;;;;;;;;140
FECONN_ENTERNAME;ENTER YOUR NAME;;;;;;;;;;141
#;;;;;;;;;;;142
FETCPIPXBTN_JOIN;JOIN;;;;;;;;;;143
FETCPIPXBTN_HOST;HOST;;;;;;;;;;144
FETCPIPX_CHOOSEGAME;CHOOSE GAME;;;;;;;;;;145
FETCPIPX_IPADDRESS;ENTER IP;;;;;;;;;;146
#;;;;;;;;;;;147
# LOBBY BUTTONS & TEXTS;;;;;;;;;;;148
#;;;;;;;;;;;149
FEBTN_INFO;INFO;;;;;;;;;;150
FEBTN_VICTORY;VICTORY;;;;;;;;;;151
FEBTN_OPTIONS;OPTIONS;;;;;;;;;;152
FEBTN_START;START;;;;;;;;;;153
FEBTN_ACCEPT;ACCEPT;;;;;;;;;;154
FEBTN_STRATEGY;STRATEGY;;;;;;;;;;155
FEBTN_BACK;BACK;;;;;;;;;;156
FEBTN_CANCEL;CANCEL;;;;;;;;;;157
FEBTN_BAN;BAN;;;;;;;;;;158
#;;;;;;;;;;;159
FESTR_SCENARIOS;SCENARIOS;;;;;;;;;;160
FESTR_SAVEDGAMES;SAVED GAMES;;;;;;;;;;161
FESTR_PLAYERS;PLAYERS;;;;;;;;;;162
FESTR_NOSELECTION;(no selection);;;;;;;;;;163
FESTR_STRATEGY;STRATEGY;;;;;;;;;;164
FESTR_DIFFICULTY;QUALITY:;;;;;;;;;;165
FESTR_ECONOMY;ECONOMY:;;;;;;;;;;166
FESTR_MILITARY;LANDFOCUS:;;;;;;;;;;167
FESTR_DIPLOMACY;CULTURE:;;;;;;;;;;168
FESTR_CHANGECOUNTRY;RIGHT-CLICK ON A SHIELD TO CHANGE IT.;;;;;;;;;;169
#;;;;;;;;;;;170
# INFO BOX TAG;;;;;;;;;;;171
#;;;;;;;;;;;172
FESTR_HISTORICALINFO;Historical info;;;;;;;;;;173
#;;;;;;;;;;;174
FESTR_NOSCENARIO;Please select a scenario in the list to the left.;;;;;;;;;;175
FESTR_NOCOUNTRY;Please select a country among the shields above.;;;;;;;;;;176
FESTR_WAITSCENARIO;No scenario chosen by host.;;;;;;;;;;177
#;;;;;;;;;;;178
FECLI_HOSTSET1;<%s changed;;;;;;;;;;179
FECLI_HOSTSET2;to %s>;;;;;;;;;;180
#;;;;;;;;;;;181
# TUTORIAL;;;;;;;;;;;182
#;;;;;;;;;;;183
FETUTORIAL_1;Interface;;;;;;;;;;184
FETUTORIAL_2;Units;;;;;;;;;;185
FETUTORIAL_3;Combat;;;;;;;;;;186
FETUTORIAL_4;Diplomacy;;;;;;;;;;187
FETUTORIAL_5;Religion;;;;;;;;;;188
FETUTORIAL_6;Colonisation;;;;;;;;;;189
FETUTORIAL_7;Economy;;;;;;;;;;190
FETUTORIAL_8;Development;;;;;;;;;;191
FETUTORIAL_9;Information;;;;;;;;;;192
FETUTORIAL_10;BACK TO MAIN;;;;;;;;;;193
#;;;;;;;;;;;194
# OPTIONS;;;;;;;;;;;195
#;;;;;;;;;;;196
FEOPT_HEADER;OPTIONS;;;;;;;;;;197
FEOPT_AIAGGRE;A.I. AGGRESSIVENESS;;;;;;;;;;198
FEOPT_DIFFICULTY;DIFFICULTY;;;;;;;;;;199
FEOPT_GAMESPEED;GAME SPEED;;;;;;;;;;200
FEOPT_FOGOFWAR;FOG OF WAR;;;;;;;;;;201
FEOPT_GAMEEVENTS;GAME EVENTS;;;;;;;;;;202
FEOPT_CONQCAP;FORCED ANNEXATION;;;;;;;;;;203
FEOPT_MISSIONS;DYNAMIC MISSIONS;;;;;;;;;;204
FEOPT_BASEVP;BASE VICTORY POINTS;;;;;;;;;;205
FEOPT_OK;OK;;;;;;;;;;206
FEOPT_RANDOM;Random Events;;;;;;;;;;207
FEOPT_MONARCH;Historical Events;;;;;;;;;;208
FEOPT_AUTOSAVE;AUTOSAVE;;;;;;;;;;209
#;;;;;;;;;;;210
# A.I. AGGRESSIVENESS SETTINGS;;;;;;;;;;;211
#;;;;;;;;;;;212
FEOPT_AI_LEVEL1;Coward;;;;;;;;;;213
FEOPT_AI_LEVEL2;Weakling;;;;;;;;;;214
FEOPT_AI_LEVEL3;Normal;;;;;;;;;;215
FEOPT_AI_LEVEL4;Aggressive;;;;;;;;;;216
FEOPT_AI_LEVEL5;Furious;;;;;;;;;;217
#;;;;;;;;;;;218
# AUTOSAVE FREQUENCY;;;;;;;;;;;219
#;;;;;;;;;;;220
FEOPT_AUTOSAVE1;Never;;;;;;;;;;221
FEOPT_AUTOSAVE2;Yearly;;;;;;;;;;222
FEOPT_AUTOSAVE3;Once every three years;;;;;;;;;;223
FEOPT_AUTOSAVE4;Once every five years;;;;;;;;;;224
FEOPT_AUTOSAVE5;Once every ten years;;;;;;;;;;225
#;;;;;;;;;;;226
# GAME SPEEDS;;;;;;;;;;;227
#;;;;;;;;;;;228
GAMESPEED7;Game Speed set to Extremely Fast;;;;;;;;;;229
GAMESPEED6;Game Speed set to Very Fast;;;;;;;;;;230
GAMESPEED5;Game Speed set to Fast;;;;;;;;;;231
GAMESPEED4;Game Speed set to Above Normal;;;;;;;;;;232
GAMESPEED3;Game Speed set to Normal;;;;;;;;;;233
GAMESPEED2;Game Speed set to Below Normal;;;;;;;;;;234
GAMESPEED1;Game Speed set to Slow;;;;;;;;;;235
GAMESPEED0;Game Speed set to Very Slow;;;;;;;;;;236
FEOPT_GAMESPEED7;Extremely Fast;;;;;;;;;;237
FEOPT_GAMESPEED6;Very Fast;;;;;;;;;;238
FEOPT_GAMESPEED5;Fast;;;;;;;;;;239
FEOPT_GAMESPEED4;Above Normal;;;;;;;;;;240
FEOPT_GAMESPEED3;Normal;;;;;;;;;;241
FEOPT_GAMESPEED2;Below Normal;;;;;;;;;;242
FEOPT_GAMESPEED1;Slow;;;;;;;;;;243
FEOPT_GAMESPEED0;Very Slow;;;;;;;;;;244
#;;;;;;;;;;;245
FEOPT_ON;ON;;;;;;;;;;246
FEOPT_OFF;OFF;;;;;;;;;;247
#;;;;;;;;;;;248
FEOPT_EVENS_NO;None;;;;;;;;;;249
FEOPT_EVENTS_RANDOM;Random Events Only;;;;;;;;;;250
FEOPT_EVENTS_HISTORICAL;Historical Events Only;;;;;;;;;;251
FEOPT_EVENTS_BOTH;Random & Historical Events;;;;;;;;;;252
#;;;;;;;;;;;253
FEVIC_HEADER;VICTORY CONDITIONS;;;;;;;;;;254
FEVIC_STANDARD;STANDARD;;;;;;;;;;255
FEVIC_MISSION;MISSION;;;;;;;;;;256
FEVIC_SUPREMACY;SUPREMACY;;;;;;;;;;257
FEVIC_DEATHMATCH;DEATHMATCH;;;;;;;;;;258
#;;;;;;;;;;;259
FEVIC_STANDARD_DESC;Most victory points at the end of the Scenario wins.;;;;;;;;;;260
FEVIC_SUPREMACY_DESC;The first country to reach specified number of Victory Points wins.;;;;;;;;;;261
FEVIC_DEATHMATCH_DESC;The first nation to conquer the specified number of new provinces wins.;;;;;;;;;;262
FEVIC_MISSION_DESC;The country that first succeeds with its Scenario Mission wins.;;;;;;;;;;263
#;;;;;;;;;;;264
FEVIC_STANDARD_LOG;<Victory Condition changed to Standard (to year %d).>;;;;;;;;;;265
FEVIC_SUPREMACY_LOG;<Victory Condition changed to Supremacy (%d Victory Points).>;;;;;;;;;;266
FEVIC_DEATHMATCH_LOG;<Victory Condition changed to Death Match (%d Provinces).>;;;;;;;;;;267
FEVIC_MISSION_LOG;<Victory Condition changed to Mission mode.>;;;;;;;;;;268
#;;;;;;;;;;;269
FE_DIFFI5;Very Easy;;;;;;;;;;270
FE_DIFFI4;Easy;;;;;;;;;;271
FE_DIFFI3;Normal;;;;;;;;;;272
FE_DIFFI2;Hard;;;;;;;;;;273
FE_DIFFI1;Very Hard;;;;;;;;;;274
#;;;;;;;;;;;275
FE_STAT1;Very Weak;;;;;;;;;;276
FE_STAT2;Weak;;;;;;;;;;277
FE_STAT3;Medium;;;;;;;;;;278
FE_STAT4;Strong;;;;;;;;;;279
FE_STAT5;Very Strong;;;;;;;;;;280
#;;;;;;;;;;;281
BAN_HEADER;BANNED!;;;;;;;;;;282
BAN_TEXT;You have been kicked out of the game by the host.;;;;;;;;;;283
#;;;;;;;;;;;284
# BACK END TEXTS;;;;;;;;;;;285
#;;;;;;;;;;;286
FINVP_MILITARY;Military;;;;;;;;;;287
FINVP_RESOURCE;Economy;;;;;;;;;;288
FINVP_DIPLOMACY;Diplomacy;;;;;;;;;;289
FINVP_MISSION;Mission;;;;;;;;;;290
FINVP_TOTAL;Total;;;;;;;;;;291
#;;;;;;;;;;;292
VP_PEACE;Peace Resolution;;;;;;;;;;293
VP_BATTLE;Battle;;;;;;;;;;294
VP_ECONOMY;Economy;;;;;;;;;;295
VP_DISCOVERIES;Discoveries;;;;;;;;;;296
VP_ESTABLISHMENT;Establishment;;;;;;;;;;297
VP_DIPLOMACY;Diplomacy;;;;;;;;;;298
VP_MISSION;Mission;;;;;;;;;;299
VP_DEATHMATCH;Provinces;;;;;;;;;;300
VP_TOTAL;Total;;;;;;;;;;301
#;;;;;;;;;;;302
VP_COUNTRY;Country;;;;;;;;;;303
AICONTROLL;Computer Controlled;;;;;;;;;;304
#;;;;;;;;;;;305
# ERROR MESSAGES;;;;;;;;;;;306
#;;;;;;;;;;;307
FETCP_FAIL;Failed to find game;;;;;;;;;;308
FETCP_FAILTEXT;No game host found at IP address %s. Please check the address and Internet connection and try again.;;;;;;;;;;309
DROPDOWN_NO_SELECTION;<No Game Found>;;;;;;;;;;310
#;;;;;;;;;;;311
# HEADER IN VICTORY PROGRESS BOX;;;;;;;;;;;312
#;;;;;;;;;;;313
###########################################;;;;;;;;;;;314
## STARTUP AND MISSION BOXES (IN-GAME) ##;;;;;;;;;;;315
###########################################;;;;;;;;;;;316
#;;;;;;;;;;;317
SCENARIO_MISSION_HEADER;Mission Stats;;;;;;;;;;318
#;;;;;;;;;;;319
SCENARIO_STANDSUP_INFO1;You can check the Victory Point standing at any time by pressing F6 (goto page 1) or you can view the top five nations at any time during the game by pressing F1.;;;;;;;;;;320
SCENARIO_STANDSUP_MISSION;Mission Victory points are earned by completing Missions (view by clicking on the scroll in the bottom left hand corner of the screen).;;;;;;;;;;321
SCENARIO_STANDSUP_BASEVP;Base Victory points are earned by exploring winning battles creating alliances establishing colonies and trading posts gaining monopolies etc – i.e. through normal successful gameplay.;;;;;;;;;;322
#;;;;;;;;;;;323
SCENARIO_F1INFO;You can check the current standing at any time by pressing F1.;;;;;;;;;;324
SCENARIO_DEATHMATCH_INFO1;You conquer provinces in two ways: 1) by placing a settler there and 2) by declaring war on an enemy nation taking control of his provinces and then offer a peace where one or more controlled provinces are demanded as tribute. To be allowed to demand a tribute you must have a positive Victory Balance.;;;;;;;;;;325
SCENARIO_DEATHMATCH_INFO2;A positive Victory Balance is gained by winning battles (maximum 3 stars regardless how many battles you win) and occupying enemy provinces (maximum 3 stars regardless how many provinces you occupy). You get a bonus if you occupy the enemy's Capital province (+1 star) and if you control ALL of the enemy nation's provinces (+3 stars).;;;;;;;;;;326
#;;;;;;;;;;;327
STANDARDGAME_HEADER;Game Objective Summary;;;;;;;;;;328
STANDARDGAME_1;Standard Scenario;;;;;;;;;;329
STANDARDGAME_2;The nation with the most victory points on the;;;;;;;;;;330
STANDARDGAME_3;%s;;;;;;;;;;331
STANDARDGAME_4;will win this game.;;;;;;;;;;332
#;;;;;;;;;;;333
STANDARDGAME_INFO_HEADER;Victory Progress;;;;;;;;;;334
STANDARDGAME_INFO_1;Standard Scenario;;;;;;;;;;335
STANDARDGAME_INFO_2;The nation with the most victory points on the;;;;;;;;;;336
STANDARDGAME_INFO_3;%s;;;;;;;;;;337
STANDARDGAME_INFO_4;will win this game.;;;;;;;;;;338
STANDARDGAME_INFO_5;Current Standing;;;;;;;;;;339
#;;;;;;;;;;;340
VICTORYGAME_HEADER;Game Objective Summary;;;;;;;;;;341
VICTORYGAME_1;Supremacy;;;;;;;;;;342
VICTORYGAME_2;The nation that first reaches;;;;;;;;;;343
VICTORYGAME_3;%d VICTORY POINTS;;;;;;;;;;344
VICTORYGAME_4;will win this game.;;;;;;;;;;345
#;;;;;;;;;;;346
VICTORYGAME_INFO_HEADER;Victory Progress;;;;;;;;;;347
VICTORYGAME_INFO_1;Supremacy;;;;;;;;;;348
VICTORYGAME_INFO_2;The nation that first reaches;;;;;;;;;;349
VICTORYGAME_INFO_3;%d VICTORY POINTS;;;;;;;;;;350
VICTORYGAME_INFO_4;will win this game.;;;;;;;;;;351
VICTORYGAME_INFO_5;Current Standing;;;;;;;;;;352
#;;;;;;;;;;;353
DEATHMATCH_HEADER;Game Objective Summary;;;;;;;;;;354
DEATHMATCH_1;Death Match;;;;;;;;;;355
DEATHMATCH_2;The first nation to conquer;;;;;;;;;;356
DEATHMATCH_3;%d new provinces;;;;;;;;;;357
DEATHMATCH_4;will win this game.;;;;;;;;;;358
#;;;;;;;;;;;359
DEATHMATCH_INFO_HEADER;Victory Progress;;;;;;;;;;360
DEATHMATCH_INFO_1;Death Match;;;;;;;;;;361
DEATHMATCH_INFO_2;The first nation to conquer;;;;;;;;;;362
DEATHMATCH_INFO_3;%d new provinces;;;;;;;;;;363
DEATHMATCH_INFO_4;will win this game.;;;;;;;;;;364
DEATHMATCH_INFO_5;Current Standing;;;;;;;;;;365
#;;;;;;;;;;;366
SCENARIOMISS_HEADER;Game Objective Summary;;;;;;;;;;367
SCENARIOMISS_1;Missions;;;;;;;;;;368
SCENARIOMISS_2;The first nation to complete its;;;;;;;;;;369
SCENARIOMISS_3;Scenario Mission;;;;;;;;;;370
SCENARIOMISS_4;will win this game.;;;;;;;;;;371
SCENARIOMISS_5;Mission Summary:\n%s;;;;;;;;;;372
#;;;;;;;;;;;373
SCENARIOMISS_INFO_HEADER;Victory Progress;;;;;;;;;;374
SCENARIOMISS_INFO_1;Missions;;;;;;;;;;375
SCENARIOMISS_INFO_2;The first nation to complete its;;;;;;;;;;376
SCENARIOMISS_INFO_3;Scenario Mission;;;;;;;;;;377
SCENARIOMISS_INFO_4;will win this game.;;;;;;;;;;378
SCENARIOMISS_INFO_5;Current Standing;;;;;;;;;;379
#;;;;;;;;;;;380
END_GOOD_HEADER;%t, we bring good news to your court!;;;;;;;;;;381
END_GOOD_1;Congratulations, you were victorious!;;;;;;;;;;382
END_GOOD_2;Final Standing;;;;;;;;;;383
#;;;;;;;;;;;384
END_BAD_HEADER;%t, we bring sad news to your court!;;;;;;;;;;385
END_BAD_1;We failed to achieve victory!;;;;;;;;;;386
END_BAD_2;Final Standing;;;;;;;;;;387
#;;;;;;;;;;;388
BOX_BUTTON;START GAME!;;;;;;;;;;389
RESUME_BUTTON;RESUME;;;;;;;;;;390
END_BUTTON;END SCENARIO;;;;;;;;;;391
DEATHMATCH_ACTIVE;Active;;;;;;;;;;392
DEATHMATCH_ELIMINATED;Eliminated;;;;;;;;;;393
#;;;;;;;;;;;394
###########################################;;;;;;;;;;;395
####### MISSION SUMMARY TEXTS ###########;;;;;;;;;;;396
###########################################;;;;;;;;;;;397
#;;;;;;;;;;;398
